Name,Latitude Degree,Longitude Degree,Local Code
Sword's Landing Airport,33.15,96.01,77TA
Tracy Field,43.15,73.42,4NK2
Henderson Airport,33.59,90.10,8MS1
Meadowview Airport,33.06,96.13,0
Grove City Medical Ctr Heliport,41.17,80.08,PA57
Venissat Airstrip,30.09,92.53,46LS
Hecox Heliport,38.62,105.52,CD71
Marshall Medical Center North Heliport,34.37,86.42,5AL0
Pegasus Airpark,35.95,97.49,74OK
Guttenberg Municipal Hospital Heliport,42.79,91.10,IA60
Wilbur Wright Birthplace Heliport,39.95,85.24,II9
35 Mile Lodge Heliport,59.44,136.23,AA35
Big Salmon Heliport,59.4,136.01,0AA6
Airkat Airpark,59.4,136.02,9AA9
18 Meadows Aerodrome,59.31,135.72,18AA
Sage Lake Seaplane Base,44.35,83.94,M47
Carleton Heliport,44.06,71.15,62NH
Hound Run Airport,29.52,96.94,40X
Woodlawn Beach State Park Heliport,42.79,78.85,1NY0
North Mississippi Medical Center-Hamilton Heliport,34.13,87.99,9AL8
Sullivan Airport,40.4,91.30,39LL
Hamilton Lake Seaplane Base,41.55,84.92,01F
Fish Hatchery Farm Airport,46.2,114.11,MT11
Fort Hamilton Hospital Heliport,39.42,84.57,OA15
Crazy Horse Airport,38.34,82.12,12WV
Ridge Heliport,41.42,74.25,26NK
Kings County Houston Ave. Heliport,36.3,119.59,CN53
Adventist Medical Center Hanford Heliport,36.32,119.67,15CN
Phantom One Heliport,43.67,72.21,27NH
Hanover Hospital Heliport,39.81,76.98,37PN
Hanover Township Fire Station #5 Heliport,41.24,75.93,PN87
Big Horn County Airport,45.74,107.66,00U
Farmer's Co-Op Airport,26.14,97.69,0
Volare North Heliport,44.25,85.72,3MI1
Harrisburg Hospital Heliport,35.29,80.67,NR30
Schiavoni Heliport,40.38,76.77,06PN
Harold Reynolds Airport,37.89,84.93,5KY8
Lux Field,39.15,105.72,25CD
Robinson Nuclear Power Plant Heliport,34.4,80.15,70SC
Merit Health Wesley Heliport,31.33,89.37,50MS
Novant Health UVA Haymarket Medical Center Heliport,38.82,77.64,45VA
Hazard ARH Regional Medical Center Helipad,37.28,83.23,9JY9
East Farm Heliport,40.91,73.16,86NY
Healy Lake Airport,64,144.69,0
Baptist Health Medical Center-Heber Spring Heliport,35.5,92.00,6AR4
Silver Creek Airport,46.71,112.07,40MT
Viejo Ranch Ultralightport,29.61,98.72,0
Sweet Home Airport,34.58,85.76,6AL3
Henderson Airport,39.92,104.87,0
Boardman Airfield,40.75,97.85,NE83
1904 Private Runway Airport,36.16,97.86,4OK0
Haymaker Airport,36.05,97.87,34OK
PTNO Airport,36.07,97.85,OK56
Rollers Airport,36.16,97.85,OK48
Hillcrest Hospital Heliport,35.44,96.02,OK73
Hereford Aux AAF,31.42,110.15,0
R & R Field,48.09,116.05,41MT
Hershey Flying Service Field Airport,41.16,100.98,NE64
Alexander Field,36.52,89.05,6KY7
Flying D Airport,35.13,89.19,7TN5
Childrens Hospital Colorado Heliport,39.56,105.01,CO13
S Bar Ranch Airport,43.26,115.25,ID09
Bell Air Ranch Heliport,39.18,83.78,OH41
Sohler's Holly Hill Airport,45.41,122.99,OR31
Bush Field,46.04,92.99,MN57
Pester Airport,48.63,110.47,45MT
Adventist Hinsdale Hospital Heliport,41.81,87.92,1IL2
Smith Airpark,35.47,98.49,29OK
Bethel Field,35.52,98.47,OK61
Canadian River Corrientes Airport,35.54,98.43,OK10
Ricker Ranch Airport,35.48,98.45,46OK
Far View Airport,41.3,81.16,OI41
Johnson Ranch Heliport,27.03,80.17,81FA
Hazel Hawkins Memorial Hospital Heliport,36.83,121.39,9CN1
Halifax River Seaplane Base,29.24,81.03,F15
Vonage Heliport,40.35,74.19,NJ99
Melissa Memorial Hospital Heliport,40.58,102.29,26CO
South Peninsula Hospital Heliport,59.65,151.55,4AA4
Lookout Airport,59.7,151.50,OL99
Sports Complex Of Honesdale Heliport,41.56,75.27,44PN
Wayne Memorial Hospital Heliport,41.59,75.26,7PA7
Stateline Airport,40.54,80.51,29PA
Mc Gregor Airport,46.72,118.10,73WT
Med West-Hoover Heliport,33.35,86.86,8AL1
Brookwood Fed Helipad Heliport,33.42,86.67,9AL1
Sands Airport,43.86,116.26,ID67
Falk Air Field,42.11,97.34,NE67
Benoit Airfield,34.6,92.94,77AR
Trio Estates Airport,61.65,149.87,AA30
Gus Landing,61.6,149.77,AA33
General Plumbing Contractors Heliport,29.9,95.40,22XA
Medical Center Heliport,29.71,95.39,0
Memorial Hermann Southwest Hospital Heliport,29.69,95.52,TS98
ATK/Thiokol Airport,41.72,112.45,07UT
Granite Heliport,42.79,71.37,NH03
Stowers Ranch Airport,30.06,99.51,0
Flying R Airport,41.25,111.71,11UT
L & L Heliport,42.16,83.35,98MI
Gilbert Development Corp Heliport,37.17,113.43,10UT
Riegleman Field,43.34,88.56,58WI
Flugplatz Airport,38.02,97.73,30KS
Entz Arts Airport,35.45,0.00,0
Entz Arts Airport,35.45,98.59,16OK
Entz Home Airport,35.5,98.54,1OK2
Entz Oliver Airport,35.52,98.52,1OK6
Mound Valley Farm Airport,35.42,98.54,OK77
South Farm Airport,35.5,98.62,32OK
TK Airport,35.55,98.47,3OK2
Hye Airport,30.25,98.56,0TS0
Rado's Crossing Airport,41.91,83.63,MI12
Harrington Airport,43.72,116.01,20ID
Helling Airport,39.73,102.17,CO08
Caintuckee Airport,38.94,84.57,8KY6
Serenity Field Airport,30.62,90.54,14LA
Best Lock Corp. Airstrip,39.89,86.07,0
Rabb And Nobra Airport,30,96.58,6TS8
Air Evac 116 Heliport,37.85,82.55,5JY9
International Falls Customs & Border Patrol Heliport,48.6,93.39,MN96
Blackberry Ridge Heliport,41.69,91.52,IA03
Grand View Health System Campus Heliport,46.48,90.11,MI16
Irvine Airport,37.72,84.00,E17
Baylor Health Center At Irving Coppell Heliport,32.91,96.95,4XA7
Cayuga Medical Center Heliport,42.47,76.54,NY32
Ivishak Airport,69.41,148.29,0
Ben Ammons Airport,33.31,84.05,0
St John'S Medical Center Heliport,43.48,110.76,23WY
Thomas Contracting Heliport,30.16,81.54,FD76
Bethal Airport,34.94,92.19,0
Jacksonville / Hunter Field,32.02,95.80,17XA
Marine Helicopter Squadron 361 Heliport,40.96,72.57,0
Lz Phantom Heliport,30.46,97.93,98XS
SSM Health St. Mary's Hospital-Jansville Heliport,42.67,88.98,2WS4
DJ Farm Airport,30.46,83.14,FA93
Sam Hider Community Health Center Heliport,36.44,94.78,OK87
Ames Airport,44.77,122.97,21OG
Medflight 9 Heliport,39.61,83.58,OH14
Lay Dam Heliport,32.96,86.52,8AL4
LaSalle General Hospital Heliport,31.69,92.16,0
Emergency Medical Evacuation Heliport,34.75,112.12,75AZ
St. Benedicts Helipad,42.73,114.52,2ID9
Liberty National Golf Club Heliport,40.7,74.07,20NJ
Bee Field,41.57,71.97,24CT
Northeastern Vermont Regional Hospital Heliport,44.45,72.01,22VT
Edwards Heliport,36.43,82.29,89TN
R and R Airport,35.56,97.26,9OK9
F-6 Ranch Air Field,30.55,100.09,0
Skyview Ranch Airport,30.38,99.62,7TA6
Barlett Regional Hospital Heliport,58.33,134.46,AA44
FPL Jupiter West Office Complex Heliport,26.91,80.30,71FA
Roy Ranch Airport,33.08,101.11,TS21
Old Kona Airport,19.64,156.01,0
Oakfield RLA Airport,41.85,88.57,IL85
Perry RLA Airport,39.48,87.84,IL39
Richards Field,38.99,94.48,0
Cardiff Brothers Airport,29.73,95.85,0
Kavik Strip,69.68,146.90,RK1
Willow Creek Ranch Airport,43.42,106.82,10WY
Helo Kearny Heliport,40.73,74.12,65NJ
Henley Airport,60.59,151.33,75AK
PRL Logistics Heliport,60.53,151.26,82AK
Kalifonsky Meadows Airport,60.49,151.24,0AA7
Redoubt View Seaplane Base,60.42,152.35,2VI2
Lake Marian Seaplane Base,27.89,81.08,80FA
Lake Sylvan Seaplane Base,41.48,85.34,IN12
Card Airfield,28.79,97.76,4XA2
Kenly Airport,35.6,78.10,7NC3
Hogg Field,31.35,95.16,TS99
Coopers Landing,46.13,119.02,0WN2
Compressor Station Nr 10 STOLport,45.13,120.61,0
Dow Ranch Airport,32.01,96.18,63TX
Winkler County Memorial Hospital Heliport,31.85,103.09,4XA8
Prison Canyon Ranch Airport,29.87,99.13,0
McCues Heliport,55.37,131.72,8AK4
Wolfe Point Heliport,55.36,131.71,3AK0
Flat Creek Field,48.7,118.05,05WN
OSF St Luke Medical Center Heliport,41.22,89.95,0IL5
Port Largo Airport,25.09,80.43,0
Potomac Valley Hospital Heliport,39.41,79.00,1WV0
Ozark Skies Airpark,36,93.57,05AR
Flying M Airport,34,96.77,12OK
Mcintosh Airport,33.75,79.96,2SC9
Christus Spohn Hospital Kingsville Heliport,27.49,97.85,TA10
Herrick Airport,39.28,104.34,9CO8
Farney Field Airport,37.01,98.45,42KS
Fly High Heliport,28.35,81.66,3FA2
Kitty Hawk One Heliport,36.07,75.69,NR01
Dillon Field Airport,42.12,121.79,3OG3
Sky Wagon Ranch Airport,42.13,121.53,6OG3
Wheeler Airport,41.19,86.61,IG05
St. Joseph Hospital Heliport,40.48,86.16,II88
Bird Dog Airfield,33.31,97.35,E58
[Duplicate] Bird Dog Airfield,33.31,97.35,E58
Windmillcreek Airport,33.31,97.31,85XA
Kulm Municipal Airport,46.31,98.94,D03
Black'S Airfield,43.47,116.33,41ID
Nikaitchuq Operations Center Heliport,70.48,149.85,AA38
Spy Island Drill-Site Heliport,70.56,149.91,AA51
Seton Medical Center Hays Heliport,30.01,97.85,01XA
Southwest Citrus Airport,26.66,81.42,0
Grande Ronde Hospital EMS Heliport,45.32,118.11,01OR
UCSD Jacobs Medical Center Rooftop Heliport,32.88,117.23,93CN
UCSD Health System East Campus Interim Heliport,32.88,117.22,52CA
UM Charles Regional Medical Center Heliport,38.53,76.97,6MD6
Lakes Region General Hospital Heliport,43.53,71.46,44NH
Brady-Laconia Heliport,43.6,71.47,71NH
Clarian Arnett Heliport,40.4,86.81,8IN1
Franciscan Health Lafayette East Heliport,40.39,86.83,76IN
Heart Hospital Heliport,32.17,92.03,33LS
Operators Inc. Training Facility Heliport,30.23,92.08,0
Lake Arrowhead Airport,34.3,117.15,2CN8
Golden Nugget Lake Charles Heliport,30.2,93.26,17LA
Kern Valley Hospital Heliport,35.63,118.41,0
Red Creek Airport,62.29,147.41,AK80
Florida Hospital Lake Mary Heliport,28.78,81.35,FA95
Bent Willies Airport,27.94,81.43,52FA
Timmer Heliport,27.83,81.44,6FL7
Lakeside Airport,47.99,114.22,MT03
Barnes Valley Airport,42.16,120.91,0
Baylor Scott and White Medical Center Heliport,30.33,97.97,9TS5
Prevost Airport,47.69,104.59,20MT
Flying H Airport,47.78,104.53,69MT
Mount Olive Farm Airport,30.34,83.78,2FA9
Postoak Airport,31.3,98.22,76TA
Yancey Creek Ranch Airport,31.03,98.35,1TX0
Koele Heliport,20.84,156.92,HI06
Manele Heliport,20.75,156.91,HI02
Quartz Hill Airport,34.65,118.21,0
Antelope Valley Hospital Medical Center Heliport,34.69,118.16,0
Weeks Medical Center Heliport,44.49,71.55,NH36
Race City Heliport,35.54,80.60,02NC
Spooky Nook Heliport,40.11,76.42,0
Fedex Field Heliport,38.91,76.87,28MD
Sugar Hollow RLA Airport,40.13,88.83,IL27
2C Ranch Airport,32,94.80,10TS
Lansdale Hospital Heliport,40.25,75.27,8PN6
Jet Pad Heliport,42.68,84.53,65MI
Kellogg Airstrip,40.68,105.14,2CD9
Doctors Hospital Heliport,27.61,99.48,28XA
Wilkeys Airport,32.18,95.64,TA50
Spring Valley Hospital Heliport,36.09,115.24,2VE2
Valley Medical Center Heliport,36.16,115.17,NV62
Sharpe AAF,37.84,121.27,0
South Central Regional Medical Center Heliport,31.68,89.14,6MS4
Crockett Hospital Heliport,35.22,87.34,31TN
Summerville Airstrip,31.16,92.42,LA35
Phantom Two Heliport,43.67,72.20,26NH
Farmington Township Airpark Heliport,41.37,79.31,78PN
Weiss Dam Heliport,34.13,85.80,9AL3
Goose Hunt Farm Airport,39.03,77.63,3VA5
Longview Heliport,39.17,77.52,6VG8
Mountain Point Medical Center Helipad,40.42,111.88,05M
Ten Oaks Airport,29.1,98.45,0
Aero B Ranch Airport,38.7,101.47,00AA
Sunnys Field Airport,38.43,91.25,72MO
Griffin Field,44.87,68.98,PG1
Hancock Co-Ron Lewis Field,37.95,86.86,KY8
Deer Creek Airport,46,116.69,95ID
Smithfield Airport,47.12,109.38,MT65
Explorer Heliport,34.99,87.34,7AL1
Creech Heliport,38.08,84.32,82CD
Clear Lake Heliport,37.92,84.40,27KY
Sunbright Heliport,37.93,84.39,0
Green Valley Farms Airport,34.98,97.34,OK64
Casey County Hospital Heliport,37.32,84.93,62LS
Mena Airport,32.46,97.15,85TA
Stony Mountain Lodge Airport,61.26,153.80,AK53
Pickerel Pond Seaplane Base,43.7,70.78,ME83
Limerick Airport,43.7,70.78,0
Abraham Lincoln Memorial Hospital Heliport,40.15,89.39,20LL
Cain Ranch Airport,46.95,112.75,28MT
Windsor Farms Airport,35.23,78.82,4NC3
Lindsborg Community Hospital Heliport,38.57,97.68,37KS
Jerry Douglass Heliport,44.06,70.10,20ME
Adams Field Heliport,34.73,92.24,KZ15
Little Rock Police DepartmentHeliport,34.64,92.30,56AR
West Wind Airport,48.45,93.60,MN23
Sutter Butte Dusters Airport,39.23,121.69,0CN2
Pittman Oaks Airport,30.43,83.05,FA88
Livingston Healthcare Heliport,45.68,110.53,00MT
Nils Seaplane Base,41.17,77.49,96PA
Roland Ranch Airport,29.85,97.77,30TS
Coose Field,37.39,93.96,MO95
River Bend Airport,33.3,84.14,GE33
Logan Regional Hospital Heliport,41.76,111.82,UT06
Sky Ridge Medical Center Heliport,39.53,104.87,CD53
Terminal Island Airport/Allen Field,33.75,118.26,0
Long Lake Sagamore Seaplane Base & Marina,43.97,74.43,K03
Centracare Health-Long Prairie Heliport,45.97,94.85,8MN9
Goose Landing Airport,30.64,90.31,LS26
Department Of Water & Power Los Angeles Heliport,34.06,118.25,2CN6
Dept. Of Water And Power Granada Hills Heliport,34.29,118.47,2CN2
San Fernando Airport,34.29,118.42,0
Los Angeles County Sheriffs Dept South LA Heliport,33.93,118.30,3CN5
Ronald Reagan UCLA Medical Center Helistop,34.07,118.45,75CL
23R Airport,11.52,8.44,8559374
Flanders Field,31.16,97.08,TS81
Speedway Northside Heliport,43.37,71.46,2NH6
Norton Children's Hospital Heliport,38.25,85.75,9KT0
Papa John's Headquarters Heliport,38.21,85.53,8KT1
Medical Center Of The Rockies Heliport,40.42,105.00,2CD2
Nor Lea County General Hospital Heliport,32.97,103.35,NM94
ASP Lowell Heliport,36.26,94.16,46AR
Perry Health Center Heliport,40.37,77.34,7PN8
Rememberance Airport,33.42,101.94,82TE
Sky Landings Airport,30.84,88.57,22MS
Dream Fields Airport,30.95,88.47,0
Big Bar Airport,45.53,116.53,1DA
Lucky Airport,44.9,68.81,0
Memorial Medical Center Heliport,43.96,86.43,3MI4
Seton Edgar B. Davis Hospital Heliport,29.67,97.65,29XA
St. Joseph's Hospital North Heliport,28.13,82.51,FA70
Harbor Point Airport,32.35,96.15,0
"Medical Center, Navicent Health Heliport",32.83,83.64,77GE
Madelia Helipad,44.04,94.42,44MN
Pratt Landing Airport,31.06,85.44,7AL7
Cornelius Farm Airport,40.93,101.60,66NE
Evans Seaplane Base,43.04,71.47,NH12
Elliot Hospital Heliport,42.98,71.44,NH48
Unity Medical Center Heliport,35.5,86.08,24TN
4 Winds Heliport,43.76,69.32,ME81
Desutter Farm Heliport,40.41,89.74,IL49
Kaiser Foundation Hospital Manteca Heliport,37.8,121.25,0
Silverbell Army Heliport,32.52,111.33,02AZ
Persimmon Gap Ranch Airport,29.7,103.15,TA64
McAlister Airpark,36.16,93.61,1AR4
Barren Creek Field Airport,38.46,75.80,MD80
Ak-Chin Heliport,33.03,112.09,2AN2
East Forest Junior/Senior High School Heliport,41.48,79.13,7PN9
John C. Fremont Healthcare District Heliport,37.5,119.98,0
Sugar Creek Air Park,39.92,85.60,II13
Lemons Airstrip,34.68,97.93,61OK
Brown Airstrip,34.68,97.87,OK81
Pettijohn Acres Landing,34.66,98.08,84OK
Horning Farms Airstrip,34.73,98.01,92OK
Malcom Farm Airport,34.64,98.04,OK91
L&L Airport,34.69,97.90,OK89
Wolf Ridge Airport,35.94,82.51,33NR
Shelton Laurel Lil National Airport,35.98,82.70,0
Weitz Airport,43.59,116.83,ID10
Mattingly Field,39.5,86.26,IN58
Gibbons Airport,34.52,90.97,12AR
Haney Heliport,41.59,70.47,41MA
Potato Pond Heliport,42.6,84.40,MI73
Ferrell Flying Field Heliport,39.39,84.32,07OH
Olmstead Landing Strip,42.27,75.31,73NY
Matagorda Island Air Force Base,28.32,96.46,0
Foster Field,37.45,76.37,5VG2
Richter Airport,39.27,122.12,12CN
P And R Field,43.22,115.97,ID26
Gross Private Airport,26.26,98.27,0
Columbia River Park Hospital Heliport,35.7,85.74,25TN
Splan Airport,44.81,116.05,2ID5
Fireweed Airport,61.43,142.98,0AK8
Goltl Airport,39.72,101.40,00IG
Lynnhaven Field,38.33,78.75,VA49
Baylor Scott & White Medical Center - McKinney Heliport,33.22,96.68,6XA7
McClellan Creek Airport,35.34,100.63,0TS9
Frontier Airstrip,40.21,104.98,0
Double D Ranch Heliport,40.26,77.06,70PA
Wharton Field,37.59,77.22,0
Eastern State Hospital EMS Heliport,47.57,117.70,8WT0
Melrose Hospital Heliport,45.68,94.83,MN78
Majors Airpark,30.62,91.75,2LS3
Melvin EMS Helipad,31.2,99.58,7TS7
(Duplicate)Grandpa's Farm Mendota Airport,0,0.00,IL22
Mettler Airport,43.28,97.56,SD77
Mercy Medical Center Merced Heliport,37.34,120.47,86CN
Ferrell Field,41.3,80.21,00PN
Big Bend Airport,41.28,80.28,0
St Luke'S Meridian Medical Center Heliport,43.6,116.35,90ID
Niazi Heliport,28.28,80.67,12FA
University of Miami Hospital Heliport,25.79,80.22,07FD
Lakeside Heliport,41.42,74.57,70NY
Phillipsburg Landing Heliport,41.43,74.37,NY93
Midland Memorial Hospital Heliport,32,102.10,03TA
Mercury Ranch Airport,34.19,96.52,2OK1
Murphy's Landing Airport,38.91,75.35,2DE8
Stichnoth RLA Airport,40.61,87.57,68IL
Alba Vineyard Balloonport,40.62,75.16,2JY7
Winchell Mountain Airport,41.95,73.52,41NK
Mansfield Heliflight Inc Heliport,44.6,73.17,VT96
General Mitchell Intl Heliport,42.94,87.90,KZ12
Columbia St Mary's Heliport,43.06,87.88,23WS
Goodwill Fire Co Nr 1 Heliport,40.69,76.26,PN86
Hennepin County Medical Center Heliport,44.97,93.26,9MN9
Davison Restricted Landing Area,40.91,89.13,0
Sundre Airport,48.19,101.20,ND36
Minske Field,45.58,93.74,8MN6
Putz Airport,26.21,98.40,0
Aero Heliport,46.96,114.13,90MT
Antone Ranch Airport,44.49,119.84,64OG
Motown Airport,32.93,112.26,5AZ6
Doctors Medical Center of Modesto Heliport,37.67,121.00,0
Kaiser Permanente Modesto Heliport,37.71,121.05,0
Memorial Medical Center Heliport,37.67,120.97,0
Oliair Airport,32.26,91.72,LS20
Oligrow Airport,32.3,91.54,LS15
Mercy Memorial Hospital Heliport,41.93,83.39,58MI
Seacoast Helicopters West Heliport,42.9,71.65,NH05
High Crest Helistop,41.29,74.79,0
Montgomery Crew Headquarters Heliport,32.41,86.26,1AL3
Bethesda North Hospital Heliport,39.25,84.34,OA22
Joyner Airport,45.32,93.47,0
Monticello Airport,37.93,109.34,U64
Elk Mountain Resort Heliport,38.25,107.97,2CD5
Happy Canyon Aero Ranch Airport,38.42,107.90,0
Whitehall Airport,32.5,83.19,4GE3
Montrose High School Heliport,41.84,75.84,22PS
Carrar Farm Airport,41.93,75.87,7PA6
King Mountain Glider Park,43.76,113.34,ID36
Hunter Construction Heliport,35.56,80.83,NR06
Lowe'S Mooresville Heliport,35.54,80.85,4NC4
Breckenridge Army Airfield,37.69,87.84,0
Nettle Creek Landings Airport,41.43,88.52,IL68
Honeywell Heliport,40.84,74.48,12NJ
Roseanne Airport,35.62,86.00,43TN
Gritman Medical Center Heliport,46.73,117.00,7ID7
Emergency Medical Heliport Number 1,46.72,116.99,0
Lost Creek Farms Airport,31.11,84.00,0
Lakeside Seaplane Base,28.79,81.66,22FL
Jones Brothers East Seaplane Base,28.79,81.65,FD68
Jordan Field,35.24,80.00,NR02
Air Evac 121 Heliport,37.83,81.20,3WV6
Walnut Grove Airport,40.09,76.49,19PN
Scott'S Sky Ranch Airport,42.65,77.92,NY70
Mercy Mt. Orab Hospital Heliport,39.05,83.94,9OH0
S C Johnson Waxdale Heliport,42.71,87.88,50WI
MidMichigan Health Park Heliport,43.62,84.75,1MI7
St. Mary's Good Samaritan Heliport,38.3,88.94,4IL6
Mclendon Field,32.67,84.97,GE04
Franciscan Hospital Munster Helipad,41.54,87.51,IN40
Z X Ranch Airport,43.23,116.76,0ID7
Tenaja Valley Airport,33.51,117.33,2CN3
Loma Linda University Medical Center-Murrieta Heliport,33.61,117.17,40CN
Mason Airport,42.43,114.17,30ID
Bluebird Airport,35.7,95.31,15OK
Triad Eye Medical Clinic Heliport,35.77,95.40,OK32
The Shore Heliport,41.32,71.99,69CT
Shell Pipeline Nairn Heliport,29.42,89.61,0
Sky Ranch North Airport,43.51,116.67,38ID
(Duplicate),43.58,116.52,MAN
Washington Field,38.46,77.23,70MD
Physicians Regional Med Ctr-Collier Blvd Heliport,26.1,81.74,4FL7
Naples Grand Golf Resort Heliport,26.17,81.76,0
Physicians Regional Medical Center Heliport,26.21,81.73,65FA
North Collier Hospital Heliport,26.27,81.79,FA98
Parthenon Heliport,36.15,86.83,61TN
Christus St. John Hospital Heliport,29.55,95.09,3XA5
GAC Waterfront Heliport,30.4,86.86,FD32
Lazzarini Heliport,40.8,75.36,8PA7
US Coast Guard Station Neah Bay Heliport,48.37,124.60,EBY
Saint Mary's Community Hospital Heliport,40.66,95.86,5NE8
Flying Loon Seaplane Base,42.97,72.08,3NH2
Lazy Dog Ranch Airpark,33.07,96.43,3TE3
Baptist Memorial Hospital Union County Heliport,34.5,89.03,5MS7
Bickel Airport,38.34,89.77,3LL6
Flying O Airport,45.18,91.52,0
Cunningham Airpark,29.68,98.01,TX09
J&J New Brunswick Helistop,40.5,74.45,06NJ
Labrador Landing Seaplane Base,44.07,69.53,74ME
Harris Nuclear Plant Heliport,35.64,78.96,22NR
New London Hospital Heliport,43.42,72.00,NH99
Tyler Airport,41.82,75.70,6PS8
LSU University Hospital Heliport,29.96,90.08,LA03
Apci Emergency Heliport,30.03,89.90,0
Schulteis Field,39.92,77.05,71PN
Pan Am Building Heliport,40.75,73.98,0
Hintzman Private Airport,46.65,95.35,4MN1
Flyers Park Airport,40.15,82.31,OH20
Lynn Airport,39.41,79.86,18WV
St Luke'S Cornwall Hospital-Newburgh Heliport,41.5,74.01,8NK5
Fox Field,40.49,77.22,34PN
Naval Station Newport Helipad,41.5,71.33,0
Heaton Heliport,41.13,74.82,27JY
SAP America Heliport,39.99,75.42,78PA
Flying F Airport,33.88,97.73,0
Kleinik RLA Airport,39.38,89.26,6IL7
Christopher M. Rippee Memorial Airport,34.78,96.25,5OK2
Sentara Leigh Hospital Heliport,36.85,76.19,VA15
Bison Hill Airport,35.16,97.55,80OK
Lost Bridge Airport,39.16,84.78,OA16
Kiko Farm Airport,40.9,81.30,OA19
High Valley Airport,39.67,75.96,16MD
Hapworths Private Landing Area Airport,44.64,69.67,0
North Fox Island Airport,45.48,85.78,6Y3
Emerus Heliport,36.24,115.16,NV24
Gilbert Airport,45.65,123.04,OG63
Great Plains Regional Medical Center Heliport,41.12,100.77,NE22
Timber Trails Airport,64.77,147.33,AA76
Lakewood Airport,64.77,147.25,78AA
North Port Fire Rescue Station 84 Heliport,27.07,82.16,4FL4
Sarasota Memorial Hospital North Port ER Heliport,27.06,82.16,FA87
NHPAD Heliport,44.69,71.58,NH08
Sky Harbor Airport,42.14,87.86,0
Bankhead Dam Heliport,33.45,87.36,4AL0
Schmidt Ranch Airport,48.93,117.75,1WN0
Johnson's Heliport,43.22,71.25,31NH
Providence Hospital Heliport,42.49,83.52,63MI
Zayti Field Heliport,42.44,83.52,3MI3
Oooguruk Island Heliport,70.5,150.25,AK32
Pioneer Heliport,70.41,150.02,AA27
CD-3 Airstrip,70.42,150.89,AK20
Berkley Municipal Heliport,37.87,122.31,JBK
Briley Farm Seaplane Base,28.57,81.63,0FA5
Lawler Heliport,42.75,83.12,0MI1
Oakwood Southshore Medical Center Heliport,42.12,83.21,0MI8
Lockheed Martin-Ocala Heliport,29.09,81.98,FL79
Munroe Regional Medical Center Heliport,29.17,82.14,57FD
MCOLF Camp Pendleton (Red Beach) Airport,33.29,117.46,NXF
Sce San Onofre Heliport,33.37,117.56,0
Oceanside Fire Department Heliport,33.21,117.35,CN30
Elite Helicopters Heliport,31.52,83.13,GE14
Lake Keystone Seaplane Base,28.14,82.59,57FL
Medical Center Hospital Heliport,31.85,102.37,32XA
Henry Dam Heliport,33.78,86.05,9AL4
Splane Memorial Airport,41.48,79.74,OIL
Amistad North Heliport,27.27,80.68,FD40
Amistad Central Heliport,27.24,80.69,18FA
Ball Airport,33.88,88.72,5MS8
Old Forge Airport,43.73,74.98,NK26
La Rue Airport,40.02,81.48,OH94
Oliktok LRRS Airport,70.5,149.88,OLI
Zurik STOLport,40.35,82.78,0
Renville County Regional Hospital Heliport,44.77,94.97,MN64
Montgomery General Hospital Airport,39.78,75.56,18MD
Wings For Christ Airport,48.43,119.49,0WN9
Oshkosh Sky Ranch Airport,44.02,88.71,2WN8
Riverside Shore Memorial Hospital Heliport,37.7,75.72,3VG6
Oneida Lake Strip Airport,43.17,75.71,8NY7
St Vincent's BLT Heliport,33.93,86.49,4AL2
Auto Club Speedway Heliport,34.09,117.51,0
Avita Ontario Helipad,40.77,82.60,96OH
Caribe East Heliport,30.28,87.54,7AL4
Lake Meredith Seaplane Base,38.2,103.69,CO1
Hagemeyer Airport,39.44,84.04,0
Cirque Lodge Studio Heliport,40.31,111.67,UT85
Orlando Seaplane Base,28.62,81.64,FL5
Premium Heliport,28.39,81.49,7FA5
Orlando VA Medical Center Heliport,28.36,81.28,FA75
Moon Landing Seaplane Base,28.38,81.18,FD21
Summer Lakes Seaplane Base,28.53,81.48,FD43
Orange County Convention Center Heliport,28.43,81.46,FA91
Point Seaplane Base,44.95,93.56,11MN
Oroville Hospital Heliport,39.51,121.54,CN52
Dickson Field,48.98,119.30,75WT
OPA Heliport,40.65,76.11,7PA0
B-B Airfield,39.68,94.37,17MU
Saunders Field,39.79,94.44,MU31
Mayo Clinic Health System-Oakridge Heliport,44.58,91.21,78WI
Peasley Field,44.74,68.47,0ME4
Oviedo Medical Center Heliport,28.66,81.23,FA96
Red Oak Airport,38.34,91.42,MO48
Hemi Acres Heliport,43.04,84.30,7MI4
Oxford Police Heliport,33.6,85.86,7AL3
National Harbor Heliport,38.79,77.01,77MD
Hidden Springs Airpark,31.49,85.53,36AL
Etna Airport,35.37,93.84,2AR1
Linden Air Airport,37.06,93.15,MO66
Rancho Grande Airport,30.07,101.43,0
Wilson Airport,34.14,100.14,0
Paducah Airport,34.02,100.34,2TS5
Flying G H Ranch Airport,30.25,97.08,9TE7
M Sansom Ranch Airport,31.42,99.84,06TS
Palestine Regional Medical Center Heliport,31.73,95.63,4TS3
Palisades Field,43.18,111.05,59ID
Desert Regional Medical Center Heliport,33.84,116.54,7CA4
Walby Lake Seaplane Base,61.62,149.22,AA85
Alaska Heliworx Heliport,61.59,149.15,AA08
Elk Ranch Airport,61.68,149.29,9AA1
Trapper T Heliport,61.56,149.28,03AA
Palmview Police Department,26.24,98.37,3XA4
